,poet_name,poem_name,poem_content
274,محيي الدين بن عربي,عد عن جنات عدن,"
عدّ عن جناتِ عدن
وارتسم في الصدرِ الأوَّلِ
تخفضِ القسطَ وترتفعْ
وتولّي ثم تعزلِ
بابي معنى شريف
بابي مُعنى غريب
بيته بيتٌ كثيف
حجبتْ فيه الغيوب
حكمه فيه لطيفْ
رأيه فيه مصيب
بَطَلٌ خَلفَ مِجنّ
امتطى أغرَّ أرجل
فترى المتلالي الأترع
تحته السِّماكُ الأعزل
أظهر العقلُ النفيس
نفسَ غيبِ المتمنى
فهو الملكُ الرئيس
وهي ملك ليس يفنى
وجد الجسمُ الخسيس
أحرفاً جاءت لمعنى
وعنى بذاك عني
وأنا لا أتبدل
ثم أخفاه وأودع
أمره الإمام الأعدل
أشرقت شمسُ المعاني
بقلوبِ العارفينا
أشرفت أرضُ المثاني
فتنة للسالكينا
وبد سرُّ المثاني
لعيونِ الناظرينا
إذ خفى في نشر كوني
نوره لما تنزل
لسراجٍ ليس يسطعُ
بمثالٍ ليس يمهل
حضرةَ العليِّ زْين
ومقامَ الوارثينا
جَدولٌ بها مَعين
لذةٌ للشاربينا
فهي الصبحُ المبين
تجعلُ الشك يقينا
وهي تجلو كلَّ دجْن
مع بقاءِ الوبلِ والطلِّ
فسناها الوتر الأرفع
من سَنا المهاة أجمل
يا لطيفاً بالعباد
أرني أنظر إليكا
قال زّلْ عن كلِّ واد
يُعقد الأمر عليكا
ما أنا غير المنادي
فالتفِت لناظريكا
وكيف لا وأنت مني
بمكان السِّرِّ الأكمل
فبمعِ الحقِّ تسمع
وبأمر الأمر ينزل
"
275,محيي الدين بن عربي,تاهت على النفوس القلوب,"
تاهت على النفوسِ القلوبُ
فسُرَّ عاذِلٌ ورَقيبُ
في سبح اسم ربِّكَ الأعلى
غصنٌ زها فعزّ وجلاَّ
سِواه كالحسامِ المحلّى
فيممتْ حماه الغيوبُ
وأشعلتْ هناك حُروبُ
في الطُّور طار عني فؤادي
فلم أزل عليه أنادي
أضنان هجرك المتمادي
فقال لي الوصالُ قريبُ
يا أيها الصفيُّ الحبيبُ
في النجم صحَّ لي العرشُ ملكا
وقيل خذه قهراً ومِلكا
فقمتُ فيه عبداً ومَلكا
فمن سماهُ زُهرٌ تَصوبُ
ومن ثَراه زَهر يَطيبُ
في الحجر حجر عبدٍ تولىّ
عن سرِّ نور علم تجلّى
فحاز سبعةً ليس إلاّ
منها بَدا وفيها يغيبُ
يُصابُ تارةً ويصيبُ
في لم يكن أتاني الرسولُ
فلاح في المحيّا السبيل
وكان لي بذاك دليل
إن الوجود سرٌّ عجيبُ
يدعو لنفسه ويجيبُ
"
276,محيي الدين بن عربي,حاز مجدا سنيا من,"
حَاز مَجداً سَنياًمَنْ غدا لله بَرّاً تقيَّابقديمِ العِنايهْلرجالِ الوِلايهْلاح نورُ الهِدايهلاحَ شَيّاً فَشيّاًحين خرُّوا سجّداً ويكيايا منيرَ القلوببشموسِ الغيوبنفحاتُ الحبيبتتوالى عَليّافيريني الحقَّ طلقَ المحيَّازلزلَتْ أرضُ حسّيوفنى عينُ نفسيوبدا نورُ شمسيوغدا الروحُ حيّاًللكبيرِ المتعالي نجيّافي الفنا عن فنائييبدو سرُّ الرداءِذو السَّنا والسَّناءصَمَداً سَرْمديّاًعن جميعِ الخلقِ غنيامَن لصبٍّ كئيبمُستهامٍ غريبيُدعى شمسَ القلوبواحدٌ بين ذَيَّاقلتُ مني أخبروني عليا
"
277,محيي الدين بن عربي,سبحان من يعلم لا يعلم,"
سبحانَ مَنْ يعلم لا يعلم
كما أنا أعلم لا أعلم
فلا تقلْ مِنْ بعدِ ذا إنه
بما أنا فيه به أعلم
لأنني لا علمَ لي بالذي
يعلمه مني فلا أعلم
فإنْ يكن في العلم فضل بنا
صح الذي قال هو الأعلم
لذاك أبدى حرف حتى إذا
نعلمُ أمراً لم نكن نعلم
فهو على الوجهين علامة
الحادثِ المنصوصِ والأقدم
فيحدث النسبة من كوننا
لأجلِ ذا الواقعِ لا يعلم
كرحمة الصحو إذا أقبلتْ
وبعد ذا أعقبها الصيلم
فالشيء يمتازُ بآثارِه
والحكم في القابلِ لا يُعلم
حتى يرى في عينه ظاهراً
وعنده يحكم من يحكم
بأنه الواقعُ في كونه
ولم يكن من قبلِ ذا يفهم
حقيقة الإمكان قد ردّدت
من ينسب العلم له الأقوم
إذا بدا حاجبُ شمسِ الضحى
خرَّتْ له من حينها الأنجم
واندرجت أنوارها عنده
إذ كان للشمسِ السنا الأعظم
فالعقل يدري أنَّ أنوارها
مشرقةٌ والحسُّ لا يفهم
لا يدرك النُّور سوى نفسه
بنا كما يدركه المظلم
لكنه بالنور إدراكنا
معنى وحسّاً هكذا فافهموا
"
278,محيي الدين بن عربي,أنا في العالم الذي لا أراكم,"
أنا في العالم الذي لا أراكم
كمسيح النصارى بين اليهودِ
فإذا ما رأيتكم نصب عيني
أنا والله في جنان الخلود
ما مقامي بأرض نخلة إلا
كمقام المسيح بين اليهود
أنا في أمة تداركَها الله
غريبٌ كصالحٍ في ثمودِ
"
279,محيي الدين بن عربي,الحق للرحمن في العرش,"
الحقُّ للرحمن في العرشِ
وفي السمواتِ وفي الفرشِ
وفي نزولِ الغيثِ وفي وابلٍ
حمدته أيضاً وفي الرش
حمداً كثيراً طيباً خالصاً
يسلم في البحثِ من الهرشِ
وكلُّ حمدٍ ليس فيه أنا
يقبله الله بلا أرْشِ
يمتاز ختم الحقِّ عن ختمتنا
بما نرى فيه من النقش
لو سلمت أغنامنا لم يكن
يقضي سليمان من النقش
فبطشه الأقوى على عزِّه
ينزل في الشدّة عن بطشي
لمزجه برحمته لم تضق
فهي لدي بطشي كالخدش
ألفيته في وزن أعمالِه
يربى على الأوزان بالنش
أخلصت ودي لحبيبِ الهوى
فليس في ودّي من غش
وليس ذا عشك فلتدرجي
وأين عش السرِّ من عشي
نبشتُ عنه عند أسمائه
حتى رأيتُ الأمر في النبش
خادعني عند التجلي كما
خادع إبراهيم بالكبش
أظهره في صورة ابن له
فكاد يختلّ من الدَّهش
وهكذا الأمر إذا لم يكن
كالنصِّ في الأمر الذي يفشي
إني وإياه كليل أتى
نهاره للولدِ إذ يغشي
بالله يا نفسي كذا فافعلي
إذا أتى يبغي السّوى غشي
حتى يرى فعلمكو فعله
كمثلِ موسى في عصا الهشِّ
أجمل أمراً بعدَ تفصيله
ليحصلَ المطلوبُ بالفتش
أخبرنا حكمة إمساكه
كما روى قائمة العرش
إن عصاه لم يزل حكمها
لكي يرى الأعينَ مَن يعشي
هيهاتِ هيهاتِ لما تبتغي
وأينَ فرغانةَ من النش
لقيت شخصاً عند وادي القرى
فقلتُ ذا محمد اللوشي
ولم يكن فقلتُ مكرا بنا
فلم أثق من بعد بالنوش
إن جاءكم نص بضدِّ الذي
ذكرته مع الهدى يمشي
تمسكوا منه بأهدابه
وألقوا الذي ذكرت في الحش
أنا ابنُ سامٍ لا ابنُ حامٍ فلي
فضلٌ على الأغربة الحبشِ
في صاحبِ الفيل لكم عبرةٌ
وهادمي الكعبة بالنكش
لله سرٌّ لو بدا ما اهتدى
به رجال الأعينِ العُمشِ
والله ما أخفيته عنهم
إلا لما فيه من الفحش
لله قومٌ لهم فطنةٌ
تراهم كالحمر الوحشي
لهم نفور ولهم وقفة
تردّهم عن بطشةِ الطَّيش
العرشُ فرشٌ للذي يستوي
عليه وهو السقفُ للفرشِ
فما أرى شيئاً بلا نسبةٍ
فنزِّهوا الرحمن ذا العرش
"
280,محيي الدين بن عربي,أسبح الله بأسمائه,"
أسبِّح الله بأسمائه
من كلِّ مذمومٍ ومحمود
إن نطقتْ بحمده ألسنٌ
فبينَ مفقودٍ وموجود
فحامد يجري بإطلاقه
وحامدٌ يجري بتقييد
وكلهم في حمده محسنٌ
وإن أتوا فيه بتحديد
وليس في الوسع سوى ما بدا
فإنه جمع بتبديد
لو كان من الوسع لقلنا به
ولم نقل فيه بتجريد
والله إني عابد للهوى
ليس له فأين توحيدي
حكم الهوى صيَّرني عابداً
لربه فذاك معبودي
إني لما جئتُ به منصفٍ
لستُ كمن قد ضلَّ في البيد
ولم أقل عجّل لنا قطنا
سخرية يا خيرَ مشهودِ
لا بد من يوم لنا جامعٍ
ما بين منحوسٍ ومسعودِ
"
281,محيي الدين بن عربي,يا من إذا أبصرته,"
يا من إذا أبصرتُه
أبصرتُ نفسي وإذا
أبصرَني أبصرَ أي
ضاً نفسَه مُعوّذا
منه به فليتني
لم أكُ إذا كنتُ كذا
فكلُّ ما أسأله
فيه يقولُ حبَّذا
هذا هو الجودُ الذي
صيَّر قلبي جِهبِذا
لذا تراني كلما
أذكره منتبذا
فالحمد لله الذي
أقامني في ذا وذا
"
282,محيي الدين بن عربي,ولما رأيت الكون يعلو ويسفل,"
ولما رأيت الكونَ يعلو ويسفلُ
وبينهما الأمر الإلهي ينزلُ
علمتُ بأنَّ الحقَّ سورٌ وإنه
لما ضمن الكونين فيه مفصلُ
يدّبر أمراً من سماءٍ وأرضها
وآياتُها للعالمين يفصلُ
ويعرجُ ذاك الأمر للفصل طالباً
فيعدلُ فيهم ما يشاءُ ويفصل
ولو قامَ فيهم عدلُه عشر ساعة
لأهلكهم سيفٌ من الله فَيصل
ولكنه روحُ التجاوز حاكمٌ
فيحكم فيهم حُكم مَن هو يغفل
فإهماله إمهاله عن مُصابه
ولو حقق التفتيش عنهم لزلزلوا
وعلة هذا الأمرِ أنْ ليس فاعلٌ
سواه وأنَّ الحقَّ بالحقِّ يفعل
فما كان من حمدٍ فحقُّ محقق
وما كان من ذمٍّ فحقٌ معللُ
وما ثَم إلاَّ الحقُّ ما ثَم غيره
ولكنهم قالوا محققٌ ومُبطلُ
يقولُ رسولُ الله يا رب فاحكمن
بذلكم الحق الذي كنتَ ترسل
وعلة هذا أنهم جحدوا الذي
أتتهم به أرساله وتعللوا
فزادهم وهماً وغماً وحسرةً
خلالَ الذي ظنوه ذاك التعلل
فلو أنهم لم يكذبوهم وصدَّقوا
مقالتهم فيهم لكانوا به أوَّلوا
نجاةٍ فإن الاعترافَ مقامه
إلى جانب العفو الكريم يهرولُ
لقد حكمتَ في حالهم غفلاتهم
فلولا وجودُ العفو لم تك تهمل
فيا رب عفواً فالرجاء محققٌ
وهذا الذي ما زلتَ مني تسأل
"
283,محيي الدين بن عربي,إذا أخذ الفرقان من كان يتقي,"
إذا أخذ الفرقان من كان يتقي
جزاءً لتقواه وعفواً وتكفيرا
فما بعدَ ذا من غاية يطلبونها
سوى قربه الأعلى وجوباً وتقريرا
ففي جنةِ المأوى وُجوداً محققاً
وفي جنته المعنى جلالاً وتوقيرا
لأنّ اقترابَ الذاتِ قربَ مسافة
محالٌ عليها فالتزمْ ذاك تعزيزا
تباركتَ أنت الله في كلِّ صورة
كذا جاء في القرآن كبِّره تكبيرا
وأنتَ شَرَعتَ الله أكبر من كذا
فحيّر أهلَ الفكر قولُك تحييرا
لذاك ترى أهل الحقئق شمَّروا
ذيولهم عن أخذهم فيه تشميرا
وأوّله أهلُ العقولِ بفكرهم
ولو سلَّموه مثلنا كان توفيرا
لقد أطلق الله العليمُ مقالةً
بزهواته فيها تدمره تدميرا
"
284,محيي الدين بن عربي,وجوده منتج كوني لنعلمه,"
وجوده مُنتجٌ كوني لنعلمه
والعلم بي منتج للعلم بالله
فكوننا من دليل العقلِ مأخذه
والعلمُ مأخذه من شرعه الزاهي
ولا تقل هذه في الحق مغلطةٌ
الحقُّ ما قلته في الأمر يا ساهي
عناية الله بي إذ كان يعلمني
مثل هذا بلا مال بلا جاه
هذا هو الجاه إنْ حققتَ منصبه
وليس يعرفه ساهٍ ولا واهي
الحقُّ يسألني ما ليس يدركه
إلا بنا مدرك من حسّ أو باه
بيت التفكر بيتُ العنكبوتِ وبي
ت الكشفِ عندهم في فكرهم واهي
لولا التفكر كان الناسُ في دَعة
في العلم بالله لا بالآمر الناهي
وليس يعبده إلا منزهة
في كلِّ عينٍ من أمثالٍ وأشباه
إذا أتاكم رسولُ الحقِّ يمنحكم
أسماء مرسلة فلا تقل ما هي
خذها ولا تعتبر فيها مُقايسة
ولا اشتقاقاً وكن كالعالم الواهي
"
285,محيي الدين بن عربي,تغيرت لما أن تغير لي المجرى,"
تغيرّت لما أنْ تغير لي المجرى
لذا جئتُ شيئاً خارقاً عندكم أمرا
فيا ليتَ شِعري من يسير سيرنا
إلى حضرةٍ ذوقيةٍ شربها أمرا
إذا رويت أكبادنا من شَرابها
وأحدث في الأكوان من شربها أمرا
وصحتْ لنا في العالمين خلافة
خلعتُ بها عن ذاته النهي والأمرا
"
286,محيي الدين بن عربي,أقول وعندي انني لست قائلا,"
أقول وعندي انني لست قائلاً
بنفسي ولكني أقول كما قالا
بأني ذو قول لما هو قائل
بنا ولساني عينه فيّ ما زالا
وما أنا ظرفٌ كالمكان ولا أنا
محلٌ له والميل ميلي إذا مالا
فلا تيأسي يا نفس مما نريده
فلا بدّ لي منه وإنْ طالَ ما طالا
تكشف عن عيني غطاء عمايتي
فأدركتُ ما خلفَ الحجابِ وما شالا
وأصبحتُ في يومٍ هداة أيمة
وغادرتُ أقواماً عن الحقِّ ضلالا
إذا جاءهم حق أتوا ينكرونه
فلا تضربوا لله بالفكرِ أمثالا
وإنْ كان حقاً ذلك المثلُ الذي
أتاهم به لم يعرفوا فيه أشكالا
وما كنتُ في رَيبٍ من أمر شهدتُه
وما كنتُ في زهدي وفخري مختالا
أجرِّرُ أذيالي كما قال عقبة
وما كل مختالٍ يجرِّر أذيالا
ألمتدرِ أني في الجهادِ مُقدَّم
أصيِّر وإنْ جدئناه لم ندر إهلالا
وهل تُرفع الأصوات إلا لغائبٍ
بعيدٍ وذو التقريب يهمس إجلالا
"
287,محيي الدين بن عربي,ما رأينا من غاية,"
ما رأينا من غايةٍ
إلا كانت لنا ابتدا
ثم عدلي إذا أضي
فَ إلينا كان اعتدا
الوليُّ الذي إذا
بلغَ الغايةَ ابتدى
والحكيم الذي إذا
بلغ المقصدَ اهتدى
إنْ تجلَّى له الذي
كان مطلوبُه اقتدى
ثم إن زادَ علمه
صلَّ فيه وما اهتدى
لم يقل عالم إذا
نسخ الحكم بالبدا
مثل ما قيل في ذُكا
رجعتُ وهي في المدى
الإمام الذي إذا
أبصرَ العينَ أسندا
اقتداء بمن إذا
أصلح الأمرَ أفسدا
بفسادهم الصلاحُ
لمن ظلَّ مُرشدا
لم يدع ربنا الذي
لم يزل مصطفى سدى
إنما قال إنه
علمٌ بل هم الهدى
لا تقل غيرَ ذا فمن
ضلَّ في القول ما هدى
وتحفظ من عصبةٍ
لم يكونوا ذوي ندى
إنما الشُّحُّ مهلكٌ
وهو من أعظمِ العِدى
لا يغرنْكَ كونُه
مانعاً منعه جدى
إنما الشحُّ للنفو
س التي تقبل الردى
فإذا أنا تخلصت
فهي للحقِّ كالردا
فاحمدِ الله يا أخيّ
على ما به هدى
"
288,محيي الدين بن عربي,ما لقومي عن حديثي في عما,"
ما لقومي عن حديثي في عما
ثم قالوا نحن فيكم علما
صَدقوا في نصف ما قالوا وما
صَدقوا في نصفه الثاني لِما
يقتضيه حكمُ ما جئتُ به
من علومٍ جهلتها الحكما
عزَّ علمُ الذَّوقِ أنْ يدركه
عالم جانبنا ما احترما
ولهذا يخطىء الحكمَ الذي
يطلبُ الحال إذا ما حكما
تضحك الأزهار بالأرض إذا
بكت الزهر التي فوق السما
وكذا العلمُ الذي أظهره
عندنا تضحكُ منه العُلما
عُلماء السَّوء لا كانوا ولا
كانوا بالتقوى لديه كرما
إن شخصاً جهلَ الأمرِ الذي
قلت في نظمي هذا في عما
إنما الكيِّس مَن دانَ به
نفسَه حين أراه القدما
قدم الصدق الذي نعرفه
كلُّ من يشهده محتكما
فترى الحقَّ كما أنزله
في نزولٍ واستواء وعما
وإذا كان وجودي عينه
لم أزل في عين كوني عدم
أعلم الله الذي نحن به
من أمور لوحه والقلما
حين أجرى الحياة نهراً
من بخارٍ فيه سماه دما
عجباً إني على صورته
ولذا أصبح أمري مبهما
فله التنزيه عن وصفي وقد
جاء في القرآن علماً محكما
هو في الأرض ِإله قادر
ومعي في كلِّ وجه وسما
أمهلوا ما أهملوا إنهم
عندنا والله قومٌ حكما
حين أبقونا وفي عقدهم
أنهم فينا رؤوسٌ زُعما
إنما نحن عبيدٌ كلنا
عندنا وعندهم ليس كما
قلتُ فيهم إنهم قد زعموا
أكذبَ الله الذي قد زعما
في كتابِ الله إذ جاء به
مُخبراً عنهم لهم مستفهما
"
289,محيي الدين بن عربي,تولدت عني وعن واحد,"
تولدتَ عني وعن واحدٍ
فسميتَ بالغائبِ الشاهد
فلولا قبولي وأسماؤه
لما كنت عني وعن واحد
فيا من هو النعتُ في عينه
ومَن نعتُه ليس بالزائدِ
لقد رمتُ أمراً فلم أستطع
كما رامه الصَّيد بالصائدِ
تراوغُ عن سهمه قاصداً
وأين الفِرارُ من القاصد
ومِن أعجبِ الأمر أني به
صدرت ولم يك عن واردِ
وكيفَ الصدورُ وما في الصدورِ
سوى مقبلٍ عنه أو شارد
تعاليتُ لما تعاليتم
وما أنت بالواحد الواجد
أنا واحدٌ واجدٌ كونكم
ولستُ لعيني بالفاقد
أنا ثابتٌ لستُ عن مثبت
كما أنا عن موجِدٍ ماجد
فإنّ غناه بأعياننا
مُحالٌ عليه لدى الناشد
ولكنه مثلُ ما قاله
غنيٌ عن العالم الراصد
وذاك الغنيُّ بلا مِرية
وإياك من نفثةِ العاقد
تعالى عن الفقر في ذاته
علوّ الحفيظِ على الراقد
تعوّذتُ منه به مثلَ ما
تعوّذت من غاسقٍ حاسد
فنعتي الإقامة في موطني
كما نعته عنه بالوافد
فينزل ربي إلى خلقِه
ولا وَصفٌ للخلقِ بالصَّاعد
إليه ولكن لآياته
كما جاء في المحكم النافذ
يقرّ ويجحّد إقرارُه
وأين المقرُّ من الجاحدِ
أزينه وهو لي زينة
كما زيّن القلبُ بالساعدِ
طردتَ الذي لم تُرد قربَه
وسميتَ عبدَك بالطاردِ
إذا امتحن الله عبّادَه
نفوزُ بمعرفةِ العابدِ
كما الأمُّ تضربُ أولادها
لتظهر مرتبةُ الوالدِ
دعاني إلى رفدِه جودُه
فجئتُ مع الوفدِ كالوافد
وكان معي حالَ ما جئتُه
وما كلُّ من سارَ كالقاعدِ
فسيري به مثلَ سيري له
فأنعتُ بالسائقِ القائد
أذود الردى عن جناب الهدى
لا علم في الناس بالذائد
وما ذدته عنه إلاّ به
فيا خيبة العالمِ الحائدِ
"
290,محيي الدين بن عربي,أنا المختار لا المختار أني,"
أنا المختار لا المختارُ أني
على علم من اتِّباع الرسولِ
ورثت الهاشميّ أخا قريشٍ
بأوضحٍ ما يكون من الدليل
أبايعه على الإسلام كشفاً
وإيماناً لألحق بالرعيلِ
أقوم به وعنه إليه حتى
أبينه لأبناءِ السبيلِ
سري في النوى حتى كان أدنى
من القوسين في ظلٍ ظليلِ
وشرّف بالكلامِ أخاه موسى
على كتبٍ وذلك بالمسيلِ
وأين العرش من وادٍ بقاعٍ
كما أين الكليم من الخليلِ
بهذا يعرفُ الحقُ الذي لم
يزل يهدي الخليلَ إلى الخليلِ
أقول لمن يدلُ على وجودِ
تحققه ببرهانِ الأفولِ
أصبت تلك حجتكم على من
يحيد عن الإصابة بالنكول
وقد قام الدليل بأن شمس السم
ما أسنى النجومِ بكلِّ قيل
دليلُ الكشفِ في كونٍ مقيم
وعند الفكر في رسم مُحيلِ
فهذا عابدٌ ربّاً بكشفٍ
وهذا عابدٌ ولدَ العقول
ولم يُولد فكيف الأمر قل لي
وليس لهم سواه من دَليلِ
فسبحان العليم بكل وجه
وسبحان العليِّ مع النزول
فما للحقِّ إن فكرت فيه
مع الإنصاف بحثاً من عديلِ
لقد كفر الذين له أقاموا
عديلاً بالغَداة وبالأصيل
"
291,محيي الدين بن عربي,كم رأينا برامة,"
كم رأينا برامةَ
من طلولٍ ودارسِ
ما رأينا من غادةٍ
في الجواري الأوانس
مثلَ لبنى إذا أقبلت
نحونا من غدامس
خِلتُها حين أقبلت
قطعةً من جنادس
صورةً ما أرى لها
صورةً في الكنائس
إنما حرَّك الهوى
اهتزاز النواقس
قلتُ مَن أنت إنني
خالطتني وساوسي
قالت أعلم بأنني
من حِسان الفرادس
لستُ إنساً لكنني
مظهر للنوامس
وأنيسي الذي أرا
ه أنيسي مجالسي
ظاهر أويق تحته
في صدور المجالس
أنا من كلِّ زينة
رقمت في الملابس
ما يرى حسن زينتي
منكم غير لابس
أنا من حبها كما
قيل في حرب داحس
قلتُ مني على فتى
طامعٍ فيك آيس
قالت أعلم بأنه
في الهوى غيرُ سائس
ودليلي إظهارُه
ما به من وساوس
"
292,محيي الدين بن عربي,إن الوجود لعين الحكم والذات,"
إنَّ الوجودَ لعينِ الحكمِ والذاتِ
تحققُّ آلامي ولذَّاتي
وحكمها صور بالذاتِ ظاهرةٌ
للعين في الحالِ لا ماضٍ ولا لآتي
نقولُ ذا فلك نقولُ ذا ملك
في أيِّ كونٍ من أرضٍ أو سموات
فالصّور مختلفٌ والعينُ واحدة
وإنّ فيه لما يدري لآيات
وهو الذي ينتفي إنْ كنت تعقله
وحكم أعياننا عينُ الدلالات
فما ترى صوراً لتجري نحو غايتها
وعِزة الحقِّ ما أدري بغايات
الأمر كالدور أو كالخط ليس له
في الامتداد انتهاء كالكميات
بالفرضِ كانت له الغاياتُ إن نظرتْ
عقولنا ليس هذا فيه بالذات
إن الوجودَ لدارٍ أنتَ ساكنها
بالوهم في عينِ ما يحوي من أبيات
وما هنالك أبياتٌ لذي نظرٍ
وإنها صورُ أولادِ علاَّتِ
إنَّ الذي أوجد الأعيان في نظري
لصانعٌ صنعُه بغيرِ آلات
لو لم يكن صنعُه لم يدرِ ذو نظرٍ
بأنه صانعٌ جميعَ ما يأتي
وإنها صورٌ للحسِّ ظاهرةٌ
لكنها بين أحياءٍ وأمواتِ
والكلُّ حيٌ فإنَّ الكل سبحه
بذاكَ أعلمني قرآنُه فاتِ
بمثله إن تكن دعواك صادقةٌ
وإن عجزتُ فذاك العجز من ذاتي
لولا معارضةٌ قامتْ بأنفسهم
له فأعجزهم برهانُ إثبات
الصدقُ أصلك في الإعجاز أعلمني
بذاك في مشهدِ رَبِّ البريَّات
فاصدق ترى عجباً فيم تفوه به
للسامعين له من الخفيات
ذاك الهدى للذي قد بات يطلبه
وليس يدري به أهلُ الضّلالاتِ
فاعكف بشاطىء واديه عساك ترى
ولا تقل إنه من المحالات
وانهض به طالباً ما شئت من حكم
ولا تعرِّج عل أهل البَطالات
وقم به علماً في رأسِ مَرقبةٍ
فإن فيه لمن يدري علامات
واحذرْ جهالةَ قومٍ إن همُ غضبوا
فالله يهلكُ أصحابَ الحميَّات
يا طالبَ الحقِّ والتحقيقِ من كلمي
أودعت ما تبتغيه طيَّ أبياتي
صغر وكبرٌ وقل ما شئتَ من لقبٍ
مثل التيا إذا صغرتْ واللاتي
"
293,محيي الدين بن عربي,إن قلبي وخاطري,"
إن قلبي وخاطري
صيّراني كما ترى
أقطعُ الليلَ ساهراً
أهجرُ النومَ والكرى
وأنيسي مَن يعمر الس
يِّد لا يعمر القُرى
مذ تجلى لناظري
في سماءٍ وفي الثرى
ما أرى غير سيدي
دونَ شكٍّ ولا أمترا
أعظم الناسِ فِريةً
مَن على ربِّه افترى
أحضروه في كلِّ ما
يعلم الخلقُ أو يرى
واحذروه فإنه
عينُ مَن عينَه يرى
"
294,محيي الدين بن عربي,إذا أنا بالقرع الشديد لبابه,"
إذا أنا بالقرعِ الشديدِ لبابه
وقد راضني إذ كنتُ حشواها به
فلا تك ممن لا يقوم لقرعه
فإن الذي تبغيه من خلفِ بابه
وهذا خلاف العرف في كل قارعٍ
وما كان هذا الأمر إلا لما به
من الشوق للمطلوب إذ جاء خارجاً
وسرَّ وجودُ الابِ عين حجابه
فأرسل إرسالاً إلى كلِّ شارد
يردُّونه عن وجهه وذهابه
إليه على كره وإنْ كان عالماً
بخير يراه منه عند إيابه
ووقع في توقيعهم كلَّ ما لهم
من الخير إن عادَ وابيض كتابه
وهم طالبوا ما قد دعاهم لنيله
وأين اقترابُ العبدِ من اغترابه
لقد أخطأوا نهجَ السلامةِ لو بقوا
على سيرهم لولا رجيمُ شِهابه
فأفزعهم رجمُ النجومِ أمامَهم
فحادوا إلى ما قاله في خطابه
وقد علموا أن السلامةَ في الذي
دعاهم إليه من أليم عُقابه
فيأخذ سَفلاً لا يريد فريةَ
ويذهل عن مطلوبه وصَحابه
ويأخذ الفكرُ الصحيحُ منبها
على منزلٍ لا أمنَ فيمن ثوى به
لا تعجلنّ فإنَّ الأمر حاصله
إليك مرجعه فانهض على قدرِ
واسلك سبيلَ إمامٍ جَلَّ مقصدُه
مصدِّق في الذي قد جاء من خبر
وخذ به خلفه في الحال مقتدياً
واركن إليه ولا تركن إلى النظر
واعلم بأنَّ ذوي الأفكار في عمه
فكن من الفكر يا هذا على حَذر
والعقلُ ليس له تقبيحُ ما قبحتْ
صفاتُه وله التحكيم في العِبَرِ
وما له ذلك التحكيم في عِبَرِ
إلا إذا كان في التحكيم ذا بصر
وليس يعرف سرَّ الله في القدر
إلا الذي علم الأعيانَ بالأثرِ
وما رأى أثر الأسماءِ في أحد
فقال في قبتيها هم على خطر
لا نعتَ اشرفُ من علمٍ يفوزُبه
يقولُ مَن فاته يا خيبةَ العمر
يمشي به آمناً فالعلمُ محفظةٌ
لمن يحصله من وقعةِ الغرر
"
295,محيي الدين بن عربي,عجبت لإنسان يراحم رحمانا,"
عجبتُ لإنسانٍ يراحم رحماناً
فأوسعُ أهل الأرضِ رُوحاً وريحانا
فقام له الإيمان بالغيبِ ناصحاً
فأرسلَ دَمعَ العينِ للغيب طوفانا
فعارضه علمُ الحقائقِِ مُفصحاً
بصورةِ من سوَّاه أصبحَ رحمانا
وأنزله في الأرض وَجهاً خليفةً
على الملأ الأعلى وسمَّاه إنسانا
فلم يك هذا منه دعوى أتى بها
ولكنه بالحال كوَّن محانا
وشرفه بالشحِّ إذْ كانَ مانعاً
فكان النقصانُ فضلاً ما وإحسانا
فلو لم يكن في الكونِ نقصٌ محققٌ
لكانَ أخيّ النقصِ يخسر ميزانا
ولم يك مخلوقاً على الصورة التي
أقام بها عند التنازع برهانا
فمن كان بالنقصانِ أصلُ كماله
فلا بد أن يعطيك رِبحاً وخُسرانا
إذا كان بالنقصانِ عينُ كماله
فأصبحَ كالميزان بالحمدِ ملآنا
فإن عموم الحمدِ ليس كبيرة
من أذكاره في كلِّ شيءٍ وإن هانا
فما هان في الأذكار إلا لعزَّة
يميل بها عنهم مكاناً وإمكانا
وآخرُ دعوانا أنِ الحمد فاستمع
وما ثَمَّ قولٌ بعدَ آخرِ دَعوانا
إذا جاءتِ الأذكارُ للعدلِ تبتغي
مفاضلةً يأتين رَجلاً ورُكبانا
فيظهر فضلُ الحمد إذ كنَّ سوقة
وكان وجودُ الحمد فيهنَّ سُلطانا
تأمل فإني أعلمُ الخلقِِ بالذي
أتيت به علماً صحيحاً وإيمانا
"
